threshold,model_fp_rate,backup_target_fpr,time_taken_ms,time_per_query_ns,throughput_s,insert_count,negative_queries,false_negative,false_positive,observed_fpr,total_memory_mb,backup_key_count
0.05,0.3404685097530827,1e-09,243.2847,578.6100593629894,1728279,344928,75536,0,25608,0.3390171573819106,0.07997894287109375,14032
0.075,0.31500798938768126,1e-09,122.8963,292.28733018760227,3421290,344928,75536,0,23666,0.31330756195721243,0.0928802490234375,16540
0.1,0.29752178238716875,1e-09,134.5387,319.97673998249553,3125227,344928,75536,0,22350,0.29588540563439947,0.1036376953125,18632
0.125,0.28330670204106245,1e-09,139.6267,332.0776570645763,3011343,344928,75536,0,21258,0.28142872272823555,0.11305999755859375,20465
0.15,0.2703427899544756,1e-09,133.654,317.8726359450512,3145914,344928,75536,0,20243,0.2679914213090447,0.1211700439453125,22043
0.175,0.2600470318671048,1e-09,161.9104,385.0755355987671,2596893,344928,75536,0,19463,0.2576652192332133,0.129241943359375,23613
0.2,0.2514546715306461,1e-09,137.2401,326.4015468625138,3063710,344928,75536,0,18811,0.24903357339546706,0.13675689697265625,25074
0.22499999999999998,0.2432843920528204,1e-09,126.5598,301.00032345218614,3322255,344928,75536,0,18193,0.2408520440584622,0.1439056396484375,26464
0.25,0.23579245681208358,1e-09,130.7369,310.9348243844895,3216108,344928,75536,0,17632,0.23342512179622962,0.15068817138671875,27783
0.27499999999999997,0.22938587235068889,1e-09,132.5143,315.1620590585639,3172970,344928,75536,0,17137,0.2268719550942597,0.15755462646484375,29119
0.3,0.2234013687479273,1e-09,129.9517,309.0673636744168,3235540,344928,75536,0,16690,0.2209542469815717,0.164520263671875,30473
0.32499999999999996,0.21779372305465947,1e-09,135.4671,322.1847768179916,3103808,344928,75536,0,16262,0.21528807456047447,0.170928955078125,31719
0.35,0.21220115167777143,1e-09,134.2616,319.31770615320215,3131677,344928,75536,0,15838,0.2096748570218174,0.17743682861328125,32986
0.37499999999999994,0.20712110705779493,1e-09,131.6435,313.0910137372046,3193959,344928,75536,0,15467,0.20476329167549248,0.18375396728515625,34214
0.39999999999999997,0.20192046790678042,1e-09,141.4758,336.47541763385215,2971985,344928,75536,0,15076,0.19958695191696674,0.19031524658203125,35490
0.42499999999999993,0.19724742982905724,1e-09,138.0124,328.2383271813996,3046566,344928,75536,0,14724,0.19492692226223257,0.1964569091796875,36684
0.44999999999999996,0.19227290542373904,1e-09,136.7127,325.1472183111991,3075529,344928,75536,0,14351,0.18998887947468757,0.20287322998046875,37933
0.475,0.18761494166239562,1e-09,132.4482,315.00485178279234,3174554,344928,75536,0,14011,0.18548771446727388,0.20940399169921875,39203
0.49999999999999994,0.18321324127950797,1e-09,130.4469,310.2451101640093,3223257,344928,75536,0,13678,0.18107922050413047,0.21612548828125,40509
0.525,0.17846483161988605,1e-09,136.5685,324.8042638608775,3078777,344928,75536,0,13325,0.17640595212878626,0.223114013671875,41869
0.5499999999999999,0.1741234285025174,1e-09,137.6711,327.4266048936413,3054119,344928,75536,0,12978,0.1718121160771023,0.2303314208984375,43273
0.575,0.16964635653773102,1e-09,160.99,382.8865253624567,2611739,344928,75536,0,12646,0.16741686083456894,0.237518310546875,44670
0.6,0.1653953993186409,1e-09,147.1363,349.9379257201568,2857649,344928,75536,0,12323,0.16314075407752596,0.24514007568359375,46152
0.625,0.16115951641593054,1e-09,138.0614,328.35486510141175,3045485,344928,75536,0,12001,0.15887788604109299,0.25287628173828125,47657
0.65,0.15671259308390365,1e-09,125.3767,298.18652726511664,3353605,344928,75536,0,11675,0.15456206312221987,0.26122283935546875,49280
0.675,0.15203955500618047,1e-09,143.849,342.11965828227864,2922953,344928,75536,0,11331,0.15000794323236602,0.27019500732421875,51025
0.7,0.14727607103017878,1e-09,145.0326,344.93464363179726,2899099,344928,75536,0,10972,0.14525524253336158,0.27993011474609375,52919
0.725,0.1425427356869366,1e-09,136.0135,323.48429354237226,3091340,344928,75536,0,10620,0.14059521287862742,0.29003143310546875,54883
0.75,0.13738731948506136,1e-09,136.2835,324.12644126488834,3085215,344928,75536,0,10233,0.13547182800254184,0.3009185791015625,57001
0.775,0.1322017546504266,1e-09,130.3653,310.0510388523155,3225275,344928,75536,0,9839,0.13025577208218597,0.3129119873046875,59333
0.7999999999999999,0.1270312641321716,1e-09,149.806,356.28733970090184,2806723,344928,75536,0,9444,0.12502647744122009,0.3258819580078125,61855
0.825,0.12140854412252404,1e-09,161.0776,383.0948666235397,2610319,344928,75536,0,9012,0.11930735013768269,0.3405609130859375,64710
0.85,0.11474569628267359,1e-09,207.1373,492.6397979375167,2029880,344928,75536,0,8509,0.11264827367083245,0.35761260986328125,68027
0.875,0.10751002442039254,1e-09,131.074,311.73655770767533,3207836,344928,75536,0,7977,0.10560527430629103,0.37787628173828125,71968
0.9,0.09962615695378214,0.0004152086925948953,130.2674,309.818200844781,3227699,344928,75536,0,7394,0.09788710019063758,0.156158447265625,76773
0.9249999999999999,0.09011426331815853,0.010864811133200794,127.6379,303.56439552494385,3294193,344928,75536,0,7392,0.0978606227494175,0.10086822509765625,82914
0.95,0.07969791069974977,0.02206024471343631,131.0072,311.57768560447505,3209472,344928,75536,0,7437,0.0984563651768693,0.0946197509765625,91708
