threshold,model_fp_rate,backup_target_fpr,time_taken_ms,time_per_query_ns,throughput_s,insert_count,negative_queries,false_negative,false_positive,observed_fpr,model_memory_mb,backup_memory_mb,total_memory_mb,backup_key_count
0.05,0.03825547796773417,1e-09,438.6417999921832,1066.6113877567386,937548,344800,66448,0,2542,0.03825547796773417,0.25142765045166016,0.00289154052734375,0.2543191909790039,561
0.075,0.0316036600048158,1e-09,438.61759998253547,1066.5525424622988,937600,344800,66448,0,2100,0.0316036600048158,0.25142765045166016,0.0032806396484375,0.25470829010009766,638
0.1,0.027645677823260294,1e-09,437.92019999818876,1064.8567287821186,939093,344800,66448,0,1838,0.02766072718516735,0.25142765045166016,0.003631591796875,0.25505924224853516,706
0.125,0.025192631832410307,1e-09,435.3732999879867,1058.6636287300769,944587,344800,66448,0,1675,0.02520768119431736,0.25142765045166016,0.0040740966796875,0.25550174713134766,791
0.15,0.02325126414640019,1e-09,436.9260999956168,1062.439452582424,941230,344800,66448,0,1545,0.02325126414640019,0.25142765045166016,0.004425048828125,0.25585269927978516,860
0.175,0.021821574765229956,1e-09,437.8397999680601,1064.6612262383285,939265,344800,66448,0,1450,0.021821574765229956,0.25142765045166016,0.00479888916015625,0.2562265396118164,932
0.2,0.020933662412713702,1e-09,436.814399989089,1062.1678403033911,941470,344800,66448,0,1391,0.020933662412713702,0.25142765045166016,0.00506591796875,0.25649356842041016,985
0.22499999999999998,0.019804960269684566,1e-09,444.1078999952879,1079.9028809751971,926009,344800,66448,0,1317,0.01982000963159162,0.25142765045166016,0.00536346435546875,0.2567911148071289,1042
0.25,0.018962196002889477,1e-09,436.4707999920938,1061.332334727692,942211,344800,66448,0,1260,0.018962196002889477,0.25142765045166016,0.00572967529296875,0.2571573257446289,1113
0.27499999999999997,0.01811943173609439,1e-09,436.28649998572655,1060.884186636109,942609,344800,66448,0,1204,0.01811943173609439,0.25142765045166016,0.006011962890625,0.25743961334228516,1169
0.3,0.017412111726462797,1e-09,438.72689999989234,1066.8183188730216,937366,344800,66448,0,1157,0.017412111726462797,0.25142765045166016,0.00644683837890625,0.2578744888305664,1253
0.32499999999999996,0.0169756802311582,1e-09,438.6845999979414,1066.715461225201,937457,344800,66448,0,1128,0.0169756802311582,0.25142765045166016,0.0068817138671875,0.25830936431884766,1338
0.35,0.01641885384059716,1e-09,437.64389998978004,1064.1848713909371,939686,344800,66448,0,1091,0.01641885384059716,0.25142765045166016,0.00727081298828125,0.2586984634399414,1414
0.37499999999999994,0.01601252106910667,1e-09,437.077299982775,1062.8071139136846,940904,344800,66448,0,1064,0.01601252106910667,0.25142765045166016,0.00774383544921875,0.2591714859008789,1506
0.39999999999999997,0.015771731278593788,1e-09,442.42629999644123,1075.8138641317191,929528,344800,66448,0,1049,0.015786780640500844,0.25142765045166016,0.00818634033203125,0.2596139907836914,1592
0.42499999999999993,0.015410546592824464,1e-09,439.5286999933887,1068.7679939924053,935656,344800,66448,0,1025,0.01542559595473152,0.25142765045166016,0.00856781005859375,0.2599954605102539,1666
0.44999999999999996,0.015184806164218637,1e-09,440.31779997749254,1070.6867874797995,933979,344800,66448,0,1010,0.015199855526125692,0.25142765045166016,0.0090789794921875,0.26050662994384766,1765
0.475,0.01486876956417048,1e-09,438.4711999737192,1066.1965528676594,937913,344800,66448,0,989,0.014883818926077534,0.25142765045166016,0.00955963134765625,0.2609872817993164,1858
0.49999999999999994,0.014612930411750541,1e-09,438.366499991389,1065.9419620068402,938137,344800,66448,0,972,0.014627979773657597,0.25142765045166016,0.010040283203125,0.26146793365478516,1952
0.525,0.01443233806886588,1e-09,437.34929998754524,1063.4685153181176,940319,344800,66448,0,960,0.014447387430772935,0.25142765045166016,0.0106964111328125,0.26212406158447266,2079
0.5499999999999999,0.014236696364074163,1e-09,439.8294999846257,1069.4994260996423,935016,344800,66448,0,947,0.014251745725981218,0.25142765045166016,0.0113525390625,0.26278018951416016,2207
0.575,0.014026005297375391,1e-09,435.81860000267625,1059.7464303842846,943621,344800,66448,0,933,0.014041054659282447,0.25142765045166016,0.01197052001953125,0.2633981704711914,2328
0.6,0.013830363592583675,1e-09,437.15049998718314,1062.9851087110044,940746,344800,66448,0,920,0.01384541295449073,0.25142765045166016,0.01273345947265625,0.2641611099243164,2476
0.625,0.013559475078256682,1e-09,439.9275000032503,1069.7377251761718,934808,344800,66448,0,902,0.013574524440163736,0.25142765045166016,0.013427734375,0.26485538482666016,2610
0.65,0.01337888273537202,1e-09,438.0914999637753,1065.2732656785572,938726,344800,66448,0,890,0.013393932097279076,0.25142765045166016,0.01421356201171875,0.2656412124633789,2764
0.675,0.013138092944859138,1e-09,440.21359996986575,1070.4334123688523,934201,344800,66448,0,874,0.013153142306766194,0.25142765045166016,0.014984130859375,0.26641178131103516,2914
0.7,0.012957500601974476,1e-09,436.84339997707866,1062.2383573344518,941408,344800,66448,0,862,0.012972549963881532,0.25142765045166016,0.0159149169921875,0.26734256744384766,3095
0.725,0.01279195762099687,1e-09,437.564299965743,1063.9913141601733,939857,344800,66448,0,851,0.012807006982903924,0.25142765045166016,0.01705169677734375,0.2684793472290039,3316
0.75,0.012626414640019264,1e-09,437.9831999831367,1065.0099209798873,938958,344800,66448,0,840,0.012641464001926318,0.25142765045166016,0.0181427001953125,0.26957035064697266,3527
0.775,0.012385624849506381,1e-09,439.59139997605234,1068.920456697789,935523,344800,66448,0,824,0.012400674211413436,0.25142765045166016,0.01944732666015625,0.2708749771118164,3782
0.7999999999999999,0.01223513123043583,1e-09,441.02199998451397,1072.3991362499369,932488,344800,66448,0,814,0.012250180592342884,0.25142765045166016,0.0208892822265625,0.27231693267822266,4062
0.825,0.012009390801830002,1e-09,438.51519998861477,1066.3035443056617,937819,344800,66448,0,799,0.012024440163737058,0.25142765045166016,0.02260589599609375,0.2740335464477539,4396
0.85,0.011828798458945342,1e-09,436.32009997963905,1060.9658891463037,942537,344800,66448,0,787,0.011843847820852396,0.25142765045166016,0.0247955322265625,0.27622318267822266,4822
0.875,0.011497712496990128,1e-09,441.424199991161,1073.377134943297,931638,344800,66448,0,765,0.011512761858897182,0.25142765045166016,0.0273895263671875,0.27881717681884766,5326
0.9,0.011196725258849025,1e-09,437.66729996423237,1064.2417713015805,939636,344800,66448,0,745,0.01121177462075608,0.25142765045166016,0.03052520751953125,0.2819528579711914,5936
0.9249999999999999,0.01071514567782326,1e-09,437.753399979556,1064.4511340591466,939451,344800,66448,0,713,0.010730195039730316,0.25142765045166016,0.034698486328125,0.28612613677978516,6747
0.95,0.010263664820611607,1e-09,437.9309999931138,1064.8829902956702,939070,344800,66448,0,683,0.010278714182518661,0.25142765045166016,0.04046630859375,0.29189395904541016,7869
