,time_ms,throughtput_s,memory_mb,time_per_query_ns,observed_fpr,fp_count,insert_count,negative_queries
mean,34.2831625,12275210.33932674,0.3419189453125,81.53649896305035,0.020850984960813387,1575.0,344928.0,75536.0
std,1.0903218331398434,387048.49476598576,0.0,2.593139562815943,0.0,0.0,0.0,0.0
