threshold,model_fp_rate,backup_target_fpr,time_taken_ms,time_per_query_ns,throughput_s,insert_count,negative_queries,false_negative,false_positive,observed_fpr,total_memory_mb,backup_key_count
0.05,0.4000422080858633,1e-09,347.7157,826.9809068077171,1209217,344928,75536,0,29879,0.3955597331073925,0.035980224609375,916
0.075,0.3651753142994965,1e-09,276.1966,656.8852505803113,1522335,344928,75536,0,27253,0.36079485278542683,0.0377197265625,1255
0.1,0.34004642889444964,1e-09,279.7677,665.3784866243008,1502904,344928,75536,0,25369,0.335853103156111,0.039215087890625,1545
0.125,0.320133256956797,1e-09,275.1011,654.2797956543247,1528398,344928,75536,0,23849,0.31573024782884984,0.04076385498046875,1846
0.15,0.304320299074437,1e-09,341.3355,811.8067182921725,1231820,344928,75536,0,22674,0.30017475111205255,0.04248046875,2181
0.175,0.2903614821067865,1e-09,393.6567,936.2435309562769,1068098,344928,75536,0,21631,0.28636676551578055,0.0441436767578125,2504
0.2,0.2778045765624529,1e-09,279.174,663.9664751322349,1506100,344928,75536,0,20679,0.27376350349502226,0.04596710205078125,2858
0.22499999999999998,0.26678525128885405,1e-09,313.0568,744.5507819932266,1343091,344928,75536,0,19849,0.26277536538868884,0.0475616455078125,3169
0.25,0.25650456751786305,1e-09,422.9172,1005.8345066402832,994199,344928,75536,0,19071,0.2524756407540775,0.04926300048828125,3499
0.27499999999999997,0.24706804546413821,1e-09,409.0408,972.8319190227938,1027926,344928,75536,0,18360,0.24306291040033892,0.05096435546875,3830
0.3,0.2384907594440592,1e-09,308.9401,734.7599318847749,1360988,344928,75536,0,17720,0.23459012920991315,0.0528411865234375,4196
0.32499999999999996,0.22986825047484097,1e-09,422.7677,1005.478947068001,994550,344928,75536,0,17038,0.2255613217538657,0.05487060546875,4590
0.35,0.22227079501944585,1e-09,535.4347,1273.4376783743674,785275,344928,75536,0,16467,0.21800201228553273,0.05680084228515625,4966
0.37499999999999994,0.21471856251319002,1e-09,396.6687,943.4070455496784,1059987,344928,75536,0,15885,0.2102970768904893,0.058868408203125,5367
0.39999999999999997,0.20736229611987098,1e-09,311.3621,740.520234788234,1350401,344928,75536,0,15329,0.20293634823130693,0.06103515625,5789
0.42499999999999993,0.20062407669812174,1e-09,391.4832,931.0742417900225,1074028,344928,75536,0,14805,0.19599925863164583,0.06331634521484375,6233
0.44999999999999996,0.1935089993668787,1e-09,422.4539,1004.7326287149435,995289,344928,75536,0,14267,0.18887682694344418,0.06566619873046875,6689
0.475,0.18740390123307907,1e-09,342.1588,813.7647931808668,1228856,344928,75536,0,13799,0.18268110569794535,0.06810760498046875,7164
0.49999999999999994,0.18080135065874764,1e-09,335.2168,797.254461737509,1254304,344928,75536,0,13299,0.17606174539292524,0.070587158203125,7647
0.525,0.17477162410684677,1e-09,371.0233,882.4139522051828,1133254,344928,75536,0,12846,0.170064604956577,0.07337188720703125,8188
0.5499999999999999,0.1685760800747686,1e-09,360.4633,857.2988412801096,1166454,344928,75536,0,12387,0.16398803219656852,0.07651519775390625,8800
0.575,0.16269709668666527,1e-09,371.29,883.0482514555348,1132440,344928,75536,0,11960,0.15833509849608135,0.079803466796875,9439
0.6,0.15651662697096685,1e-09,325.9754,775.2754100232124,1289864,344928,75536,0,11505,0.15231148061851302,0.08350372314453125,10159
0.625,0.15102957580873708,1e-09,334.008,794.3795426005556,1258844,344928,75536,0,11102,0.14697627621266682,0.08757781982421875,10951
0.65,0.14506014652235522,1e-09,421.7888,1003.1508048251455,996859,344928,75536,0,10651,0.14100561321753866,0.09178924560546875,11770
0.675,0.13877415659199854,1e-09,345.8205,822.473505460634,1215844,344928,75536,0,10181,0.13478341453081974,0.0964202880859375,12671
0.7,0.1322922005487051,1e-09,302.7678,720.0801971155676,1388734,344928,75536,0,9688,0.1282567252700699,0.10173797607421875,13705
0.725,0.1256142783924749,1e-09,334.7332,796.1043038167358,1256116,344928,75536,0,9191,0.1216770811268799,0.10753631591796875,14832
0.75,0.11940366004401701,1e-09,277.6129,660.2536721336428,1514569,344928,75536,0,8723,0.11548135988138106,0.11418914794921875,16126
0.775,0.11329856191021737,1e-09,290.0009,689.7163609726398,1449871,344928,75536,0,8271,0.10949745816564287,0.12188720703125,17623
0.7999999999999999,0.10621363321173385,1e-09,285.6498,679.3680315080483,1471956,344928,75536,0,7755,0.1026662783308621,0.1313018798828125,19455
0.825,0.09914377882963007,1e-09,325.9067,775.1120191027056,1290136,344928,75536,0,7232,0.09574242745181105,0.14235687255859375,21604
0.85,0.09147095179233622,1e-09,284.3529,676.2835819475627,1478669,344928,75536,0,6655,0.08810368565981784,0.15525054931640625,24112
0.875,0.08292381440501673,1e-09,334.2365,794.9229898397961,1257983,344928,75536,0,6023,0.0797368142342724,0.17133331298828125,27240
0.9,0.0733214748711146,1e-09,329.0414,782.5673541611172,1277845,344928,75536,0,5307,0.07025789027748358,0.19239044189453125,31336
0.9249999999999999,0.06325183152944014,1e-09,280.1826,666.3652536245671,1500678,344928,75536,0,4571,0.06051419190849396,0.22180938720703125,37057
0.95,0.051086858210980135,1e-09,310.7114,738.9726587769702,1353230,344928,75536,0,3687,0.048811162889218385,0.26686859130859375,45820
