,time_ms,throughtput_s,memory_mb,time_per_query_ns,observed_fpr,fp_count,insert_count,negative_queries
mean,40.758675000000004,10484393.902543925,0.5256118774414062,96.9373715704555,0.002263821224316882,171.0,344928.0,75536.0
std,5.662660917864876,1395673.3273264715,0.0,13.46764745106567,0.0,0.0,0.0,0.0
