threshold,model_fp_rate,backup_target_fpr,time_taken_ms,time_per_query_ns,throughput_s,insert_count,negative_queries,false_negative,false_positive,observed_fpr,model_memory_mb,backup_memory_mb,total_memory_mb,backup_key_count
0.05,0.17135203467372984,1e-09,255.92730002244934,622.318649628568,1606893,344800,66448,0,11386,0.17135203467372984,0.25142765045166016,0.00191497802734375,0.2533426284790039,371
0.075,0.135098121839634,1e-09,239.53359998995438,582.4553553815566,1716869,344800,66448,0,8979,0.13512822056344811,0.25142765045166016,0.002685546875,0.25411319732666016,522
0.1,0.10940886106429087,1e-09,236.83619999792427,575.8962961471527,1736423,344800,66448,0,7270,0.10940886106429087,0.25142765045166016,0.00348663330078125,0.2549142837524414,677
0.125,0.08949855526125693,1e-09,238.11319994274527,579.0014782874209,1727111,344800,66448,0,5947,0.08949855526125693,0.25142765045166016,0.00433349609375,0.25576114654541016,842
0.15,0.07365157717312786,1e-09,228.97389996796846,556.7781483872711,1796047,344800,66448,0,4894,0.07365157717312786,0.25142765045166016,0.00533294677734375,0.2567605972290039,1036
0.175,0.06253009872381411,1e-09,236.53339996235445,575.1600006865796,1738646,344800,66448,0,4155,0.06253009872381411,0.25142765045166016,0.0062103271484375,0.25763797760009766,1207
0.2,0.052823260293763545,1e-09,230.05180002655834,559.3991947111192,1787632,344800,66448,0,3510,0.052823260293763545,0.25142765045166016,0.00708770751953125,0.2585153579711914,1378
0.22499999999999998,0.0455243197688418,0.004689150623590811,233.2448999513872,567.1636091880987,1763159,344800,66448,0,3314,0.04987358535998074,0.25142765045166016,0.00209808349609375,0.2535257339477539,1576
0.25,0.03950457500601975,0.010927095247794684,235.75019999407232,573.2555538119877,1744422,344800,66448,0,3325,0.05003912834095834,0.25142765045166016,0.00200653076171875,0.2534341812133789,1789
0.27499999999999997,0.034899470262460874,0.015646587347377942,228.051999991294,554.5364354143826,1803308,344800,66448,0,3275,0.04928666024560559,0.25142765045166016,0.00211334228515625,0.2535409927368164,2046
0.3,0.03148326510955936,0.019118652495493816,229.62440003175288,558.3599191528053,1790959,344800,66448,0,3379,0.050851793883939324,0.25142765045166016,0.0022735595703125,0.25370121002197266,2308
0.32499999999999996,0.028428244642427162,0.022202946142288453,234.325900033582,569.7921935999251,1755025,344800,66448,0,3331,0.050129424512400676,0.25142765045166016,0.0024566650390625,0.25388431549072266,2593
0.35,0.025779556946785458,0.024861357843515872,229.22059998381883,557.3780297626222,1794114,344800,66448,0,3269,0.04919636407416326,0.25142765045166016,0.00261688232421875,0.2540445327758789,2852
0.37499999999999994,0.023537202022634242,0.027100671968435977,234.36090000905097,569.8773003371468,1754763,344800,66448,0,3312,0.049843486636166626,0.25142765045166016,0.00283050537109375,0.2542581558227539,3157
0.39999999999999997,0.022092463279556947,0.028538011695906435,231.43459996208549,562.7616425176183,1776951,344800,66448,0,3339,0.05024981940765712,0.25142765045166016,0.0030975341796875,0.25452518463134766,3505
0.42499999999999993,0.020542379003130266,0.030075442127744576,234.1030000243336,569.2501848625005,1756696,344800,66448,0,3294,0.04957259812183963,0.25142765045166016,0.0033721923828125,0.25479984283447266,3872
0.44999999999999996,0.01908259089814592,0.03151887081926972,234.51609996845946,570.2546880920015,1753602,344800,66448,0,3243,0.04880508066457982,0.25142765045166016,0.00368499755859375,0.2551126480102539,4293
0.475,0.017893691307488562,0.032691276299054536,237.56810004124418,577.6760009562215,1731074,344800,66448,0,3291,0.04952745003611847,0.25142765045166016,0.0040435791015625,0.25547122955322266,4761
0.49999999999999994,0.01691548278352998,0.03365378727573327,231.69989994494244,563.4067519962223,1774916,344800,66448,0,3348,0.050385263664820615,0.25142765045166016,0.00446319580078125,0.2558908462524414,5303
0.525,0.015967372983385505,0.03458485631700491,230.9380000224337,561.5540987978876,1780772,344800,66448,0,3348,0.050385263664820615,0.25142765045166016,0.00490570068359375,0.2563333511352539,5872
0.5499999999999999,0.015245003611846858,0.0352930388935585,229.8754999646917,558.970499466725,1789003,344800,66448,0,3292,0.049542499398025526,0.25142765045166016,0.00539398193359375,0.2568216323852539,6499
0.575,0.014537683602215266,0.0359854616535842,231.41609999584034,562.7166575784936,1777093,344800,66448,0,3364,0.0506260534553335,0.25142765045166016,0.00594329833984375,0.2573709487915039,7199
0.6,0.013725018059234288,0.03677978515625,235.42659997474402,572.4686806373381,1746820,344800,66448,0,3298,0.049632795569467855,0.25142765045166016,0.006561279296875,0.25798892974853516,7999
0.625,0.01279195762099687,0.03769017348089881,234.49179995805025,570.1955996334335,1753784,344800,66448,0,3324,0.05002407897905129,0.25142765045166016,0.007171630859375,0.25859928131103516,8815
