threshold,model_fp_rate,backup_target_fpr,time_taken_ms,time_per_query_ns,throughput_s,insert_count,negative_queries,false_negative,false_positive,observed_fpr,model_memory_mb,backup_memory_mb,total_memory_mb,backup_key_count
0.65,0.011904045268480616,0.038554914175183155,232.29419998824596,564.8518655124061,1770375,344800,66448,0,3363,0.05061100409342644,0.25142765045166016,0.00789642333984375,0.2593240737915039,9775
0.675,0.011196725258849025,0.039242664069158655,232.9590999870561,566.4686514878032,1765322,344800,66448,0,3367,0.05067120154105466,0.25142765045166016,0.0087432861328125,0.26017093658447266,10882
0.7,0.010459306525403323,0.03995863306617189,231.89920000731945,563.8913745655163,1773391,344800,66448,0,3268,0.0491813147122562,0.25142765045166016,0.009674072265625,0.26110172271728516,12108
0.725,0.009962677582470504,0.04044021524336485,231.55569995287806,563.0561120124063,1776021,344800,66448,0,3360,0.05056585600770527,0.25142765045166016,0.01088714599609375,0.2623147964477539,13676
0.75,0.009420900553816518,0.04096502689070524,234.66369998641312,570.613595656181,1752499,344800,66448,0,3277,0.0493167589694197,0.25142765045166016,0.012359619140625,0.26378726959228516,15589
0.775,0.008773777991813147,0.04159113337888105,237.47749999165535,577.4556958128802,1731734,344800,66448,0,3393,0.051062484950638094,0.25142765045166016,0.01396942138671875,0.2653970718383789,17700
0.7999999999999999,0.00787081627738984,0.042463405384907095,238.64630004391074,580.2977766309156,1723253,344800,66448,0,3319,0.04994883216951601,0.25142765045166016,0.0157012939453125,0.26712894439697266,20027
0.825,0.007043101372501806,0.0432615944225523,229.2234000051394,557.3848383582155,1794092,344800,66448,0,3484,0.05243197688418011,0.25142765045166016,0.01895904541015625,0.2703866958618164,24328
0.85,0.006125090296171442,0.04414530367498978,229.7653999994509,558.7027778845147,1789860,344800,66448,0,3305,0.04973814110281724,0.25142765045166016,0.02385711669921875,0.2752847671508789,30809
0.875,0.005267276667469299,0.04496959060788527,231.2237999867648,562.2490564981831,1778571,344800,66448,0,3334,0.05017457259812184,0.25142765045166016,0.02823638916015625,0.2796640396118164,36681
0.9,0.004198771972068385,0.04599434780637459,245.85529998876154,597.8273450296696,1672723,344800,66448,0,3373,0.05076149771249699,0.25142765045166016,0.03235626220703125,0.2837839126586914,42347
0.9249999999999999,0.0033710570671803513,0.04678666344527664,243.62520000431687,592.4045831330897,1688035,344800,66448,0,3296,0.04960269684565374,0.25142765045166016,0.03743743896484375,0.2888650894165039,49265
0.95,0.0026185889718275943,0.04750580921628391,230.84460000973195,561.326985200492,1781492,344800,66448,0,3310,0.049813387912352514,0.25142765045166016,0.04428863525390625,0.2957162857055664,58580
